idx,construction_score,non_article_region_score,numeral_noun_region_score,just_noun_region_score,default_ann_corruption_score,default_ann_region_score,order_swap_corruption_score,order_swap_region_score,no_article_corruption_score,no_article_region_score,no_modifier_corruption_score,no_modifier_region_score,no_numeral_corruption_score,no_numeral_region_score
13,-6.201927185058594,-6.851695537567139,-5.972440719604492,-5.871395587921143,-9.763387680053713,-9.763387680053713,-8.934942245483398,-11.318456649780272,-9.412923812866213,-9.412923812866213,-7.771310329437256,-10.763876914978027,-7.983146667480469,-11.086609840393066
14,-5.215884685516357,-5.537113189697266,-3.9945602416992183,-1.9188246726989744,-8.263148307800293,-8.263148307800293,-7.976334571838379,-10.03972053527832,-8.103199005126953,-8.103199005126953,-6.346444129943848,-8.626577377319336,-7.889054298400879,-10.802005767822266
15,-5.464387893676758,-5.868451118469238,-4.49156665802002,-2.912837266921997,-8.987190246582031,-8.987190246582031,-7.98298168182373,-10.048583030700684,-8.64366340637207,-8.64366340637207,-6.547046661376953,-8.927480697631836,-7.076061248779297,-8.353765487670898
16,-3.7263569831848153,-3.5509352684021,-2.96448826789856,-1.1696189641952517,-4.72118616104126,-4.72118616104126,-5.366819381713867,-6.560366630554199,-6.396490097045898,-6.396490097045898,-4.562410354614258,-5.949449062347412,-6.085394859313965,-9.275070190429688
17,-3.625234603881836,-3.416105031967163,-2.7622430324554443,-0.7651284337043762,-4.877886772155762,-4.877886772155762,-5.48109245300293,-6.713324546813965,-6.383484363555908,-6.383484363555908,-4.457633972167969,-5.793361663818359,-6.306158065795898,-9.937359809875488
18,-3.9871692657470703,-3.8988265991210938,-3.483781576156616,-2.206875801086426,-5.380748748779297,-5.380748748779297,-6.082310199737549,-7.514354705810547,-6.795297622680664,-6.795297622680664,-4.961952209472656,-6.549839973449707,-6.740560531616211,-11.240567207336426
19,-4.491168022155762,-4.570825099945068,-4.491779327392578,-4.222871780395508,-5.58646297454834,-5.58646297454834,-6.269344329833984,-7.763733863830566,-7.186226844787598,-7.186226844787598,-5.463420867919922,-7.302042007446289,-6.80937385559082,-11.44700813293457
20,-4.487024307250977,-4.5652995109558105,-4.483490943908691,-4.206295013427734,-6.123411178588867,-6.123411178588867,-6.4194769859313965,-7.963910102844238,-7.205854415893555,-7.205854415893555,-5.390637397766113,-7.192867279052734,-6.602321624755859,-10.825851440429688
21,-3.8492989540100098,-3.714857816696167,-3.210371971130371,-0.4704978168010711,-4.523080348968506,-4.523080348968506,-5.6521711349487305,-6.940835475921631,-6.3973822593688965,-6.3973822593688965,-4.634707450866699,-6.058972358703613,-6.085394859313965,-9.275070190429688
22,-4.20585298538208,-4.190404891967773,-3.9211487770080566,-1.8917930126190183,-5.032241344451904,-5.032241344451904,-6.237986564636231,-7.722517013549805,-6.902822494506836,-6.902822494506836,-5.323710918426514,-7.092477321624756,-6.306158065795898,-9.937359809875488
23,-4.539523124694824,-4.635157108306885,-4.590820789337158,-3.231396436691284,-5.56396484375,-5.56396484375,-6.714034080505371,-8.357248306274414,-7.153814792633057,-7.153814792633057,-5.848671913146973,-7.879919052124023,-6.740560531616211,-11.240567207336426
24,-4.585772514343262,-4.696823120117188,-4.683320045471191,-3.416393756866455,-5.107745170593262,-5.107745170593262,-6.520326614379883,-8.098970413208008,-6.972996711730957,-6.972996711730957,-5.723864555358887,-7.692707538604736,-6.80937385559082,-11.44700813293457
25,-4.867358684539795,-5.072412014007568,-5.244160175323486,-4.537815570831299,-6.235097885131836,-6.235097885131836,-6.899670600891113,-8.604168891906738,-7.28296947479248,-7.28296947479248,-5.704448699951172,-7.663583755493164,-6.602321624755859,-10.825851440429688
26,-4.787447452545166,-4.96572208404541,-5.086668968200684,-1.4360934495925903,-6.951079368591309,-6.951079368591309,-6.8871049880981445,-8.587413787841797,-7.669320106506348,-7.669320106506348,-5.884132385253906,-7.933109283447266,-6.085394859313965,-9.275070190429688
27,-6.195672512054443,-6.843497276306152,-7.900787830352783,-7.064968109130859,-8.394567489624023,-8.394567489624023,-8.171174049377441,-10.300100326538086,-9.563549995422363,-9.563549995422363,-7.579066753387451,-10.47551155090332,-6.306158065795898,-9.937359809875488
28,-6.285952568054199,-6.963871002197266,-8.081348419189453,-7.426088333129883,-8.781911849975586,-8.781911849975586,-8.40799331665039,-10.61585807800293,-9.466564178466797,-9.466564178466797,-7.771310329437256,-10.763876914978027,-6.740560531616211,-11.240567207336426
29,-4.953492164611816,-5.187257289886475,-5.416427612304688,-2.096248149871826,-7.3770341873168945,-7.3770341873168945,-7.384968757629394,-9.251233100891112,-7.662747383117676,-7.662747383117676,-6.346444129943848,-8.626577377319336,-6.80937385559082,-11.44700813293457
30,-5.460681915283203,-5.8635101318359375,-6.430807113647461,-4.125007152557373,-8.239830017089844,-8.239830017089844,-7.716118812561035,-9.692766189575195,-8.759872436523438,-8.759872436523438,-6.547046661376953,-8.927480697631836,-6.602321624755859,-10.825851440429688
31,-4.597801208496094,-4.713001728057861,-2.823392868041992,-1.350124716758728,-6.07797384262085,-6.07797384262085,-6.313889026641846,-7.823720455169678,-7.400084495544434,-7.400084495544434,-4.562410354614258,-5.949449062347412,-7.249312400817871,-9.003519058227539
32,-4.523499965667725,-4.61393404006958,-2.674790859222412,-1.052920699119568,-6.446824073791504,-6.446824073791504,-6.4756574630737305,-8.039411544799805,-7.422494888305664,-7.422494888305664,-4.458592414855957,-5.793722152709961,-7.718727111816406,-10.411763191223145
33,-4.782748222351074,-4.959598064422607,-3.1932873725891118,-2.0899136066436768,-7.13190507888794,-7.13190507888794,-7.147174835205078,-8.934174537658691,-7.698596954345703,-7.698596954345703,-4.961952209472656,-6.549839973449707,-7.956603050231934,-11.12539005279541
34,-5.095073699951172,-5.375890254974365,-3.8181557655334473,-3.341477870941162,-6.912376403808594,-6.912376403808594,-7.140566825866699,-8.925362586975098,-7.986607551574707,-7.986607551574707,-5.463420867919922,-7.302042007446289,-7.857261657714844,-10.82736587524414
35,-4.880805015563965,-5.090340614318848,-3.389401435852051,-2.482141733169556,-7.046595573425293,-7.046595573425293,-7.099167823791504,-8.870163917541504,-7.837038040161133,-7.837038040161133,-5.390637397766113,-7.192867279052734,-7.211406707763672,-8.889801025390625
36,-4.676864147186279,-4.818419456481934,-2.981519222259521,-0.9624035358428956,-6.052786827087402,-6.052786827087402,-6.626402854919434,-8.23971939086914,-7.339767932891846,-7.339767932891846,-4.634707450866699,-6.058972358703613,-7.249312400817871,-9.003519058227539
37,-4.867319583892822,-5.072360038757324,-3.3624300956726074,-1.7242252826690674,-6.782739162445068,-6.782739162445068,-7.124054908752441,-8.90334701538086,-7.779389381408691,-7.779389381408691,-5.323710918426514,-7.092477321624756,-7.718727111816406,-10.411763191223145
38,-5.092715263366699,-5.37288761138916,-3.813221454620361,-2.625808000564575,-7.362495422363281,-7.362495422363281,-7.71018123626709,-9.68484878540039,-7.943698883056641,-7.943698883056641,-5.848671913146973,-7.879919052124023,-7.956603050231934,-11.12539005279541
39,-5.088939189910889,-5.367852687835693,-3.80566930770874,-2.610703706741333,-6.548482418060303,-6.548482418060303,-7.356651306152344,-9.213476181030272,-7.816227436065674,-7.816227436065674,-5.723864555358887,-7.692707538604736,-7.857261657714844,-10.82736587524414
40,-5.05521297454834,-5.322884559631348,-3.7382168769836426,-2.475799083709717,-7.19708776473999,-7.19708776473999,-7.509099960327148,-9.416648864746094,-7.861848831176758,-7.861848831176758,-5.704448699951172,-7.663583755493164,-7.211406707763672,-8.889801025390625
41,-5.564218521118164,-6.001562118530273,-4.757082462310791,-3.1090004444122314,-7.93281888961792,-7.93281888961792,-7.587492942810059,-9.521265029907228,-8.721866607666016,-8.721866607666016,-5.884132385253906,-7.933109283447266,-7.249312400817871,-9.003519058227539
42,-6.348140239715576,-7.046787261962891,-6.324071407318115,-6.240175724029541,-9.160011291503906,-9.160011291503906,-8.599610328674316,-10.87075424194336,-9.922794342041016,-9.922794342041016,-7.579066753387451,-10.47551155090332,-7.718727111816406,-10.411763191223145
43,-6.516808986663818,-7.271678924560547,-6.663601875305176,-6.922043323516846,-9.49895477294922,-9.49895477294922,-8.905863761901855,-11.279092788696287,-9.860835075378418,-9.860835075378418,-7.773904323577881,-10.766690254211426,-7.956603050231934,-11.12539005279541
44,-5.295154571533203,-5.642806529998779,-4.218100070953369,-2.0282328128814697,-7.704848289489746,-7.704848289489746,-7.743658065795898,-9.729486465454102,-8.234554290771484,-8.234554290771484,-6.346444129943848,-8.626577377319336,-7.857261657714844,-10.82736587524414
45,-5.848440170288086,-6.3803791999816895,-5.324889183044434,-4.242326259613037,-8.677184104919434,-8.677184104919434,-8.112290382385254,-10.22099494934082,-9.29770851135254,-9.29770851135254,-6.547046661376953,-8.927480697631836,-7.211406707763672,-8.889802932739258
46,-5.1183061599731445,-6.229015350341797,-3.607397079467773,-0.5676240921020508,-5.882022380828857,-5.882022380828857,-6.413286209106445,-7.955656051635742,-7.824926376342773,-7.824926376342773,-4.562410354614258,-5.949449062347412,-7.764529228210449,-10.035157203674316
47,-5.45713472366333,-6.680476188659668,-4.28566837310791,-1.9290218353271484,-6.193072319030762,-6.193072319030762,-6.649008750915527,-8.269951820373535,-8.24825382232666,-8.24825382232666,-4.457633972167969,-5.793361663818359,-8.459734916687012,-12.12077522277832
48,-5.830798149108887,-7.179004669189453,-5.032381534576416,-3.417593002319336,-7.026907444000244,-7.026907444000244,-7.302077293395996,-9.14070987701416,-8.596927642822266,-8.596927642822266,-4.961952209472656,-6.549839973449707,-8.920829772949219,-13.504058837890623
49,-5.964376449584961,-7.357109069824219,-5.299537658691406,-3.951905012130737,-6.661086082458496,-6.661086082458496,-7.064118385314941,-8.823431968688965,-8.641420364379883,-8.641420364379883,-5.463420867919922,-7.302042007446289,-8.831381797790527,-13.23571491241455
50,-5.452880859375,-6.674771308898926,-4.27461051940918,-1.8977140188217163,-6.429825782775879,-6.429825782775879,-6.838000297546387,-8.521942138671875,-8.229114532470703,-8.229114532470703,-5.390637397766113,-7.192867279052734,-8.0083646774292,-10.7666654586792
51,-5.448421478271484,-6.668858528137207,-4.268241882324219,-0.4493384659290313,-5.891269207000732,-5.891269207000732,-6.659944534301758,-8.284441947937012,-8.115288734436035,-8.115288734436035,-4.634707450866699,-6.058972358703613,-7.764529228210449,-10.035157203674316
52,-6.334330558776856,-7.850380897521973,-6.039445877075195,-3.9853086471557617,-6.714439392089844,-6.714439392089844,-7.314157485961914,-9.156816482543944,-8.988924980163574,-8.988924980163574,-5.323710918426514,-7.092477321624756,-8.459734916687012,-12.12077522277832
53,-6.557651996612549,-8.148143768310547,-6.48608922958374,-4.878595352172852,-7.424925327301025,-7.424925327301025,-7.83077335357666,-9.845638275146484,-9.066758155822754,-9.066758155822754,-5.848671913146973,-7.879919052124023,-8.920828819274902,-13.504058837890623
54,-6.244383811950684,-7.730452537536621,-5.859553337097168,-3.625523567199707,-6.4018754959106445,-6.4018754959106445,-7.27906322479248,-9.110024452209473,-8.630343437194824,-8.630343437194824,-5.723864555358887,-7.692707538604736,-8.831381797790527,-13.23571491241455
55,-5.847448348999023,-7.200486183166504,-5.06718111038208,-2.041513204574585,-6.730523586273193,-6.730523586273193,-7.196074485778809,-8.999373435974121,-8.575139999389648,-8.575139999389648,-5.704448699951172,-7.663583755493164,-8.0083646774292,-10.766666412353516
56,-7.152971267700195,-8.9415922164917,-7.677341938018799,-4.04231071472168,-7.707261085510254,-7.707261085510254,-7.703548431396484,-9.676006317138672,-9.959235191345217,-9.959235191345217,-5.884132385253906,-7.933109283447266,-7.764529228210449,-10.035157203674316
57,-8.384061813354492,-10.583356857299805,-10.138910293579102,-8.962926864624023,-9.407264709472656,-9.407264709472656,-9.000837326049805,-11.405723571777344,-11.38365077972412,-11.38365077972412,-7.579066753387451,-10.47551155090332,-8.459734916687012,-12.12077522277832
58,-8.55667781829834,-10.812792778015137,-10.485639572143556,-9.657980918884276,-9.498735427856444,-9.498735427856444,-9.136265754699709,-11.585870742797852,-11.20442008972168,-11.20442008972168,-7.773904323577881,-10.766690254211426,-8.920829772949219,-13.504058837890623
59,-7.493570327758789,-9.396034240722656,-8.357925415039062,-5.400956630706787,-8.077665328979492,-8.077665328979492,-7.970444679260254,-10.031867027282717,-9.840270042419434,-9.840270042419434,-6.346444129943848,-8.626577377319336,-8.831381797790527,-13.23571491241455
60,-7.156244277954102,-8.945548057556152,-7.684773445129394,-4.056249141693115,-8.259466171264648,-8.259466171264648,-8.01274585723877,-10.088268280029297,-10.340272903442385,-10.340272903442385,-6.551599502563477,-8.933233261108398,-8.0083646774292,-10.7666654586792
61,-4.863744258880615,-5.889599323272705,-3.719128608703613,-0.90520840883255,-6.275637626647949,-6.275637626647949,-6.515232086181641,-8.091583251953125,-6.871319770812988,-6.871319770812988,-4.560553550720215,-5.9477410316467285,-7.904729843139648,-11.69588565826416
62,-4.991916656494141,-6.060152530670166,-3.97193455696106,-1.4033117294311523,-6.624543190002441,-6.624543190002441,-6.598998069763184,-8.20284652709961,-7.52530574798584,-7.52530574798584,-4.457633972167969,-5.793361663818359,-8.146292686462402,-12.420572280883787
63,-5.285273551940918,-6.450920581817627,-4.560266494750977,-2.5866074562072754,-7.105228900909424,-7.105228900909424,-7.161148071289063,-8.952805519104004,-7.846036911010742,-7.846036911010742,-4.963064193725586,-6.550428867340088,-8.601744651794434,-13.786930084228516
64,-5.541437149047852,-6.792471885681152,-5.0725932121276855,-3.6112585067749023,-7.361970901489258,-7.361970901489258,-7.402549743652344,-9.27467441558838,-7.904479503631592,-7.904479503631592,-5.463878154754639,-7.302728176116943,-8.772558212280273,-14.297113418579102
65,-5.079535484313965,-6.176602840423584,-4.148789882659912,-1.763654112815857,-6.97669792175293,-6.97669792175293,-6.999338150024414,-8.737651824951172,-7.460986137390137,-7.460986137390137,-5.391979217529297,-7.193802356719971,-7.799676895141602,-11.34671688079834
66,-5.075375556945801,-6.171056270599365,-4.140470027923584,-0.6463424563407898,-6.20032262802124,-6.20032262802124,-6.731760025024414,-8.379569053649902,-7.125431060791016,-7.125431060791016,-4.637821197509766,-6.062565326690674,-7.904479503631592,-11.698930740356444
67,-5.517947196960449,-6.761870861053467,-5.026742458343506,-2.419017553329468,-6.7957940101623535,-6.7957940101623535,-7.156610012054443,-8.946035385131836,-8.328706741333008,-8.328706741333008,-5.32093620300293,-7.089207649230957,-8.151201248168945,-12.401289939880373
68,-5.673200607299805,-6.968874931335449,-5.337248802185059,-3.040030241012573,-7.280768871307373,-7.280768871307373,-7.754111289978027,-9.74342155456543,-8.326435089111328,-8.326435089111328,-5.848671913146973,-7.879919052124023,-8.600996971130371,-13.782430648803713
69,-5.591285228729248,-6.860248565673828,-5.156413555145264,-2.7134006023406982,-7.007075309753418,-7.007075309753418,-7.634738922119141,-9.583540916442873,-7.8790178298950195,-7.8790178298950195,-5.723864555358887,-7.692707538604736,-8.777626991271973,-14.280567169189451
70,-5.402629375457764,-6.607394695281982,-4.79497766494751,-1.9553576707839968,-6.967628479003906,-6.967628479003906,-7.351021766662598,-9.20525074005127,-7.744904518127441,-7.744904518127441,-5.70880126953125,-7.6690354347229,-7.791248798370361,-11.359238624572754
71,-6.153839111328125,-7.609726905822754,-6.298525810241699,-2.894136428833008,-8.441987991333008,-8.441987991333008,-7.911224365234375,-9.952906608581545,-8.62745475769043,-8.62745475769043,-5.887887477874756,-7.937664985656738,-7.90943717956543,-11.675997734069824
72,-6.958818435668945,-8.683032035827637,-7.90848445892334,-6.114054203033447,-9.633685111999512,-9.633685111999512,-8.883020401000977,-11.248634338378906,-10.023433685302734,-10.023433685302734,-7.583119869232178,-10.480513572692873,-8.146730422973633,-12.42378044128418
73,-7.183976173400879,-8.98324203491211,-8.35879898071289,-7.014683723449707,-9.917440414428713,-9.917440414428713,-9.216742515563965,-11.692878723144531,-9.96406364440918,-9.96406364440918,-7.773904323577881,-10.766690254211426,-8.612545013427734,-13.785319328308104
74,-6.257963180541992,-7.748558044433594,-6.506773471832275,-3.310631513595581,-8.5980806350708,-8.5980806350708,-8.273207664489746,-10.436145782470703,-8.406136512756348,-8.406136512756348,-6.346444129943848,-8.626577377319336,-8.771215438842773,-14.299138069152832
75,-6.186370849609375,-7.653101921081543,-6.363588809967041,-3.0242621898651123,-8.63129997253418,-8.63129997253418,-8.022226333618164,-10.101503372192385,-8.842851638793945,-8.842851638793945,-6.547046661376953,-8.927480697631836,-7.789773941040039,-11.351017951965332
76,-4.635687351226807,-5.586118221282959,-2.334236860275269,-1.165911078453064,-6.062668800354004,-6.062668800354004,-6.474480628967285,-8.037247657775879,-7.343584537506103,-7.343584537506103,-4.562410354614258,-5.949449062347412,-7.48643684387207,-8.585036277770996
77,-4.707361698150635,-5.681089878082275,-2.455916166305542,-1.3599157333374023,-6.137053489685059,-6.137053489685059,-6.558455944061279,-8.149809837341309,-7.58971357345581,-7.58971357345581,-4.458593368530273,-5.793722629547119,-7.4569854736328125,-8.496682167053223
78,-4.844877243041992,-5.864443778991699,-2.730947256088257,-1.909977912902832,-6.399374485015869,-6.399374485015869,-6.795401096343994,-8.465736389160156,-7.60201358795166,-7.60201358795166,-4.963064193725586,-6.550428867340088,-7.66864013671875,-9.13164520263672
79,-4.886794090270996,-5.920332908630371,-2.814780712127685,-2.077645063400269,-5.964217662811279,-5.964217662811279,-6.504201889038086,-8.076875686645508,-7.3879618644714355,-7.3879618644714355,-5.454641819000244,-7.28976583480835,-7.792931079864502,-9.504518508911133
80,-5.12807559967041,-6.242042064666748,-3.29734468460083,-3.0427730083465576,-6.768121242523193,-6.768121242523193,-6.919329643249512,-8.630974769592285,-7.842283725738525,-7.842283725738525,-5.388227462768555,-7.190143585205078,-7.565176486968994,-8.777915000915527
81,-4.793036460876465,-5.79591703414917,-2.648935079574585,-0.915156900882721,-6.116918563842773,-6.116918563842773,-6.901592254638672,-8.606729507446289,-7.442123889923096,-7.442123889923096,-4.633810520172119,-6.059476852416992,-7.48643684387207,-8.585036277770996
82,-5.127494812011719,-6.241267681121826,-3.2961831092834477,-2.1554977893829346,-6.476635456085205,-6.476635456085205,-7.293957710266113,-9.13047981262207,-8.039445877075195,-8.039445877075195,-5.32093620300293,-7.089207649230957,-7.482551574707031,-8.530040740966797
83,-5.056477069854736,-6.146576404571533,-3.1541473865509038,-1.8714265823364256,-6.637221813201904,-6.637221813201904,-7.397041320800781,-9.267924308776855,-7.722563743591309,-7.722563743591309,-5.848671913146973,-7.879919052124023,-7.700686454772949,-9.196348190307615
84,-5.073360443115234,-6.169088363647461,-3.1879143714904785,-1.938960313796997,-5.865332126617432,-5.865332126617432,-6.880112648010254,-8.577372550964355,-7.29970121383667,-7.29970121383667,-5.727705478668213,-7.697391510009766,-7.792931079864502,-9.504518508911133
85,-5.253871917724609,-6.409770488739014,-3.5489373207092285,-2.661006450653076,-6.922484397888184,-6.922484397888184,-7.395346641540527,-9.265664100646973,-7.822178363800049,-7.822178363800049,-5.70687198638916,-7.666789531707764,-7.545234203338623,-8.761427879333496
86,-6.059255599975586,-7.483614444732666,-5.159703731536865,-3.2401812076568604,-7.8564019203186035,-7.8564019203186035,-7.971848487854004,-10.03302001953125,-9.053760528564451,-9.053760528564451,-5.884132385253906,-7.933109283447266,-7.501235485076904,-8.586091995239258
87,-6.686557769775391,-8.320018768310547,-6.414308547973633,-5.749391555786133,-8.629325866699219,-8.629325866699219,-8.73420524597168,-11.049495697021484,-10.13783073425293,-10.13783073425293,-7.579066753387451,-10.47551155090332,-7.482551574707031,-8.530040740966797
88,-6.354920387268066,-7.877834320068359,-5.751034736633301,-4.422844409942627,-8.314530372619629,-8.314530372619629,-8.508623123168945,-10.748720169067385,-9.61412239074707,-9.61412239074707,-7.771310329437256,-10.763876914978027,-7.705658912658691,-9.19936180114746
89,-5.896749973297119,-7.26622200012207,-4.839588642120361,-2.5970335006713867,-7.568578720092773,-7.568578720092773,-7.892760276794434,-9.928287506103516,-8.59428882598877,-8.59428882598877,-6.346444129943848,-8.626577377319336,-7.823449611663818,-9.552734375
90,-6.131916046142578,-7.580495357513428,-5.30502462387085,-3.530822992324829,-8.306427001953125,-8.306427001953125,-8.123806953430176,-10.235631942749023,-9.024380683898926,-9.024380683898926,-6.547046661376953,-8.927480697631836,-7.565176486968994,-8.777915000915527
91,-5.086001873016357,-6.186537742614746,-2.4275262355804443,-0.6220309138298035,-6.65786600112915,-6.65786600112915,-6.77815580368042,-8.44143009185791,-7.558546543121338,-7.558546543121338,-4.560553550720215,-5.9477410316467285,-7.967548370361328,-8.413689613342285
92,-5.426505088806152,-6.639947414398193,-3.102733612060547,-1.936421632766724,-7.04403829574585,-7.04403829574585,-6.932973861694336,-8.64916706085205,-8.242866516113281,-8.242866516113281,-4.457633972167969,-5.793361663818359,-8.42137336730957,-9.773456573486328
93,-5.68266487121582,-6.982088088989258,-3.620852470397949,-3.0086829662323,-7.515157222747803,-7.515157222747803,-7.482556343078613,-9.381942749023438,-8.067501068115234,-8.067501068115234,-4.961952209472656,-6.549839973449707,-8.838309288024902,-11.014374732971191
94,-5.859106063842773,-7.21674919128418,-3.9679362773895264,-3.6668272018432617,-7.42109489440918,-7.42109489440918,-7.589272499084473,-9.522918701171877,-7.95583963394165,-7.95583963394165,-5.463420867919922,-7.302042007446289,-8.703474998474121,-10.609872817993164
95,-5.386764526367188,-6.586959838867188,-3.023252487182617,-1.7774593830108645,-7.20192813873291,-7.20192813873291,-7.1028337478637695,-8.875646591186523,-8.11907958984375,-8.11907958984375,-5.390637397766113,-7.192867279052734,-7.954883575439453,-8.375697135925293
96,-5.401738166809082,-6.606925010681152,-3.0532000064849854,-0.8053507208824158,-6.783896446228027,-6.783896446228027,-7.161174774169922,-8.952839851379395,-7.689966201782227,-7.689966201782227,-4.634707450866699,-6.058972358703613,-7.967314720153809,-8.401391983032227
97,-6.135939598083496,-7.585859775543213,-4.521602153778076,-3.742155313491821,-7.333828449249268,-7.333828449249268,-7.535516738891602,-9.451244354248049,-8.759512901306152,-8.759512901306152,-5.323710918426514,-7.092477321624756,-8.419705390930176,-9.770161628723145
98,-6.313975811004639,-7.823836326599121,-4.883474349975586,-4.494938850402832,-7.805021286010742,-7.805021286010742,-8.074201583862305,-10.170209884643556,-8.385858535766602,-8.385858535766602,-5.84533166885376,-7.874908924102783,-8.831417083740234,-11.005295753479004
99,-5.988813400268555,-7.389691829681396,-4.227350234985352,-3.153651475906372,-7.315982818603516,-7.315982818603516,-7.913919448852539,-9.956500053405762,-7.984511852264404,-7.984511852264404,-5.72523307800293,-7.694294929504394,-8.703474998474121,-10.609872817993164
100,-5.73883867263794,-7.055673599243164,-3.729099988937378,-2.153738498687744,-7.454346179962158,-7.454346179962158,-7.49070930480957,-9.392219543457031,-8.241969108581543,-8.241969108581543,-5.704448699951172,-7.663583755493164,-7.958924293518066,-8.376220703125
101,-6.692777633666992,-8.32890510559082,-5.641077518463135,-3.9860024452209473,-8.39197063446045,-8.39197063446045,-8.213269233703613,-10.355633735656738,-9.235309600830078,-9.235309600830078,-5.887887477874756,-7.937664985656738,-7.967314720153809,-8.401391983032227
102,-7.74234676361084,-9.727737426757812,-7.734417915344238,-8.154008865356445,-9.214218139648438,-9.214218139648438,-9.029107093811035,-11.442697525024414,-10.65043830871582,-10.65043830871582,-7.579066753387451,-10.47551155090332,-8.419705390930176,-9.770161628723145
103,-7.789475440979004,-9.78985595703125,-7.8303728103637695,-8.342076301574707,-9.477968215942385,-9.477968215942385,-9.25300121307373,-11.742536544799805,-10.09376049041748,-10.09376049041748,-7.774418830871582,-10.768074035644531,-8.838309288024902,-11.014374732971191
104,-6.6550374031066895,-8.277990341186523,-5.559798240661621,-3.8047690391540527,-8.23967170715332,-8.23967170715332,-8.340690612792969,-10.52552890777588,-8.936212539672852,-8.936212539672852,-6.345577239990234,-8.624639511108398,-8.690710067749023,-10.583176612854004
105,-6.795798778533936,-8.465672492980957,-5.841320991516113,-4.3678154945373535,-8.210344314575195,-8.210344314575195,-8.058923721313477,-10.149120330810549,-9.632301330566406,-9.632301330566406,-6.547046661376953,-8.927480697631836,-7.958924293518066,-8.376220703125
106,-4.057168006896973,-4.814164638519287,-2.648155450820923,-1.3520121574401855,-5.268693923950195,-5.268693923950195,-5.53508186340332,-6.785310745239258,-6.826057434082031,-6.826057434082031,-4.560553550720215,-5.9477410316467285,-6.500455856323242,-8.569005966186523
